id,status,source
Antoon Britseels,master,
Gysbrecht Venus,apprentice,
Francois De Brye,apprentice,
Willem Boulengier,master,
Adriaen De Broe,apprentice,
Albert Van Loosvelden,master,
Peter Hedoys,apprentice,
Bartholomeus Van der Vinne,master,
Christoffel Sergos,apprentice,
Gillis Cleysens,master,
Philips De Wander,apprentice,
Louis Ritsaert,master,
Cornelis Van Conincxloo,apprentice,
Jan Symons,master,
Nicolaes Jacobs,apprentice,
Nicolaes Bernaerts,master,
Antoon Mertens,apprentice,
Gillis Janssens,master,
Peter Cauwenie,master,
Hendrick Geurickx,master,
Bastiaen Van den Ray,apprentice,
Melchior Van Geldre,master,
Lambert Sanghers,apprentice,
Louis Van Grimberghen,master,
Hans Van Vichel,apprentice,
Jan Demens,master,
Willem Jacobs,dean,
Hendrick Abbe,dean,
Jacob Van Schoens,apprentice,
Michiel Mertens,master,
Francois Meysens,apprentice,
Jacob Weylinghen,master,
Thomas De Vos,apprentice,
Hendrick Van Leeuw,master,
Jan Baptist Rossinol,apprentice,
Hendrick De Vos,master,
Hans Arens,masters sons,
Adriaen Poetterloo,master,
Adriaen De Haever,master,
Nicolaes Matthys,master,
Cornelis Van der Bamen,apprentice,
Andries Ingnatius Cosyn,master,
Maerten Reyers,apprentice,
Hubert De Corbasie,master,
Philips Garsao,apprentice,
Thomas Van Schilde,master,
Jacob De Meulder,master,
Antoon Podevin,apprentice,
Hans Van den Velde,master,
Gelaude Berne,apprentice,
Peter Haemers,master,
Jan Cosyn,apprentice,
Hendrick Heymans,master,
Antoon Warnier,apprentice,
Adolf Van Nieuwenhuysen,master,
Theodoor Posthens,apprentice,
Peter Van den Eede,master,
Gabriel Anselmus,apprentice,
Jan Bastuyne,master,
Gelaude Le Francq,master,
Antoon Coelemans,master,
Francois Van Boest,apprentice,
Jochem Houvaet,master,
Willem Van der Biest,master,
Blaes Cleirbosch,master,
Peter Van Hoeck,master,
Tobias Verhaecht,masters sons,
Jan Van Waken,master,
Peter Le Gruts,master,
Francois In den Vyl,master,
Leo [b] Van Heil,masters sons,
Thomas La Quointe,apprentice,
Jan Bael,master,
Willem Van Berghen,apprentice,
Francois Monnaville,master,
Hieronymus Zeti,apprentice,
Jan Baptist Van der Bruggen,master,
Francois Toussaint,apprentice,
Jan Vastenavont,master,
Christoffel Massaert,masters sons,
Jan Baptist Borremans,apprentice,
Michiel Sweerts,master,
Francois Paradis,apprentice,
Jan La Court,master,
Jan Van den Broeck,apprentice,
Pierre Viviee,master,
Willem Ruto,master,
 Van Uffel,apprentice,
Francois De Fosse,master,
Lenard Uytenhoeven,master,
Jan De Berge,master,
Robert De Longe,master,
Peter Van Es,master,
Peter Kerckhove,apprentice,
Jan Vinckx,master,
Willem Robyns,apprentice,
Alexander Van Hersen,master,
David Wauwermans,master,
Jan Christoffel Lotin,master,
Jacob Francois Tacke,master,
Hendrick Engelbert Leroues,master,
Maximiliaen Van Liewe,apprentice,
Nicolaes Maes,apprentice,
Adriaen Hernandus,master,
 Loosvelt,apprentice,
Jan Fraeyenborch,master,
Michiel Van Nerve,apprentice,
Jan Baptist Deschamps,master,
Francois Vogelsanck,apprentice,
Hendrick Wavers,master,
[NN] Van der Hopstadt,apprentice,
Mario Tibauti,master,
D[…] Du Paron,apprentice,
Hieronymus Vleughaert,master,
 Du Bael,apprentice,
Philips Crispiel,master,
Michiel Crispiel,master,
Gillis Godtsvriendt,apprentice,
Jacques Vermegho,apprentice,
Francois Cappelle,master,
Gelaude Sollay,apprentice,
Herman Van den Berghen,master,
Jacob Van Schoor,apprentice,
Jan Van Obberghen,master,
Coryn Steck,apprentice,
Adriaen Mennens,master,
Jan Mennens,master,
Peter Roelemans,apprentice,
Peter Formauille,master,
Jan Letart,master,
Jan Baptist De Primont,master,
Antoon Van Dormael,apprentice,
Jan Van den Steen,master,
Bartholomeus Tonmye,master,
Robert Drioul,masters sons,
Gabriel De Banst,master,
Jan Aerts,apprentice,
Hans Van den Broeck,master,
Arnold Morveau,apprentice,
Jan Tyo,master,
Matthys Rombouts,apprentice,
Matthys Halfhuys,master,
Christoffel Reyniers,master,
Gillis Nieuwlandt,master,
Sebastiaen Mottemont,apprentice,
Denys Durbry,master,
Jan Baptist Artois,master,
Jan Baptist De Bruyn,apprentice,
Johannes Mertens,master,
Maerten Monckernet,apprentice,
Roeland Heussewiel,master,
Jan De Hies,apprentice,
Peter Seerstevens,master,
Hans De Buck,apprentice,
Peter Van den Steen,master,
Hendrick De Hemelaer,apprentice,
Jan Verschuren,master,
Paulus Goddyn,apprentice,
Thomas Franck,master,
Nicolaes Vranckx,master,
Jan Stockmans,apprentice,
Jan Nys,master,
Jan Spierinckx,apprentice,
Francois Rusaert,master,
Philips Bolognino,master,
Philips De Coninck,master,
Willem Boelant,apprentice,
Philips De Pellegin De Larcon,master,
Christoffel Huygens,apprentice,
Andries Meulebeeck,master,
Joos ,masters sons,
Carolo Lasko,apprentice,
Augustyn Stom,master,
Francois Van den Dries,master,
Bartholomeus De Smedt,apprentice,
Salomon Daure Cour,master,
Hans Van Bronckhorst,apprentice,
Allonse Boyens,master,
Egidius Numandts,masters sons,
Jan De Sainneville,master,
Jan De Broe,apprentice,
Huybrecht Van Corttem,master,
Antoon De Wiette,apprentice,
Jan Boerman,master,
Jan Baptist Weerman,apprentice,
Jan De Meulder,master,
Peter Van den Berghen,apprentice,
Gerard Cosyn,master,
Hans Mattheus,apprentice,
Francois Gallaert,master,
Francois Attendael,master,
Willem De Prins,apprentice,
Hans Van Lyn,master,
Jan Coolemans,apprentice,
Michiel Van Dormael,master,
Jan Van Helmont,apprentice,
Peter Snyders,master,
George Buerchaut,apprentice,
Alexander Dyngens,master,
Salvador Peres,master,
Philips De Vreese,apprentice,
Nicolaes Zerckenis,master,
Ambrosius Du Witteme,apprentice,
Joos Adriaensen,master,
Gerard Van Bemel,master,
Francois Delbierre,apprentice,
Jan Petit,master,
Lucas Raes,masters sons,
Peter De Voster,master,
Nicolaes De Lagrene,master,
Francois Dispo,apprentice,
Willem Gening,master,
[widow of] Prins,master,
Hans Van Dormael,master,
Peter De Werremon,apprentice,
Florentin Lefebure,master,
Peter De Neck,apprentice,
Lanceloot De Coelx,master,
Hendrick De Lannoy,apprentice,
Daniel De Duck,master,
Jacques De Groete,apprentice,
Jan Appelmans,master,
Jan Van Meullens,masters sons,
Servaes Quebout,master,
Philips Jan Willeman,master,
Peter Le Sellier,master,
Dermitius Claret,master,
Hendrick Gieverckx,apprentice,
00001599A,,BRGA818
00001599B,,BRGA818
00001599C,,BRGA818
00001599D,,BRGA818
00001599E,,BRGA818
00001599F,,BRGA818
00001600A,,BRGA818
00001600B,,BRGA818
00001600C,,BRGA818
00001600D,,BRGA818
00001600E,,BRGA818
00001600F,,BRGA818
00001600G,,BRGA818
1601,,BRGA818
00001602A,,BRGA818
00001602B,,BRGA818
00001603A,,BRGA818
00001603B,,BRGA818
00001603C,,BRGA818
00001604A,,BRGA818
00001604B,,BRGA818
00001604C,,BRGA818
00001604D,,BRGA818
00001604E,,BRGA818
1605,,BRGA818
1606,,BRGA818
1607,,BRGA818
1608,,BRGA818
1609,,BRGA818
00001610A,,BRGA818
00001610B,,BRGA818
00001611A,,BRGA818
00001611B,,BRGA818
1612,,BRGA818
1613,,BRGA818
1614,,BRGA818
1615,,BRGA818
1616,,BRGA818
1617,,BRGA818
1618,,BRGA818
1619,,BRGA818
1620,,BRGA818
1621,,BRGA818
1623,,BRGA818
1624,,BRGA818
1625,,BRGA818
1626,,BRGA818
1628,,BRGA818
1629,,BRGA818
1630,,BRGA818
1631,,BRGA818
1633,,BRGA818
1636,,BRGA818
1637,,BRGA818
1638,,BRGA818
1639,,BRGA818
1640,,BRGA818
1641,,BRGA818
1642,,BRGA818
1643,,BRGA818
1644,,BRGA818
1645,,BRGA818
1646,,BRGA818
1647,,BRGA818
00001648A,,BRGA818
00001648B,,BRGA818
1649,,BRGA818
1650,,BRGA818
1651,,BRGA818
00001652A,,BRGA818
00001652B,,BRGA818
00001653A,,BRGA818
00001653B,,BRGA818
00001653C,,BRGA818
00001653D,,BRGA818
00001653E,,BRGA818
00001653F,,BRGA818
00001653G,,BRGA818
00001653H,,BRGA818
00001653I,,BRGA818
00001653J,,BRGA818
00001653K,,BRGA818
00001653L,,BRGA818
00001653M,,BRGA818
00001653N,,BRGA818
00001653O,,BRGA818
00001653P,,BRGA818
00001653Q,,BRGA818
00001653R,,BRGA818
1654,,BRGA818
1655,,BRGA818
1656,,BRGA818
1657,,BRGA818
1658,,BRGA818
1659,,BRGA818
1660,,BRGA818
00001661A,,BRGA818
00001661B,,BRGA818
00001661D,,BRGA818
1662,,BRGA818
00001663A,,BRGA818
00001663B,,BRGA818
00001664A,,BRGA818
00001664B,,BRGA818
00001664C,,BRGA818
00001665A,,BRGA818
00001665B,,BRGA818
1666,,BRGA818
00001667A,,BRGA818
00001667B,,BRGA818
1668,,BRGA818
1669,,BRGA818
00001670A,,BRGA818
00001670B,,BRGA818
00001670C,,BRGA818
00001670D,,BRGA818
00001670E,,BRGA818
00001670F,,BRGA818
00001670G,,BRGA818
00001671A,,BRGA818
00001671B,,BRGA818
00001671C,,BRGA818
00001671D,,BRGA818
1672,,BRGA818
00001673A,,BRGA818
00001673B,,BRGA818
00001673C,,BRGA818
00001673D,,BRGA818
00001675A,,BRGA818
00001675B,,BRGA818
1676,,BRGA818
00001677A,,BRGA818
00001677B,,BRGA818
00001677C,,BRGA818
00001678A,,BRGA818
00001678B,,BRGA818
00001679A,,BRGA818
00001679B,,BRGA818
00001679C,,BRGA818
00001679D,,BRGA818
00001680A,,BRGA818
00001680B,,BRGA818
00001680C,,BRGA818
00001680D,,BRGA818
00001680E,,BRGA818
00001680F,,BRGA818
00001680G,,BRGA818
00001680H,,BRGA818
00001680I,,BRGA818
00001681A,,BRGA818
00001681B,,BRGA818
00001681C,,BRGA818
00001681D,,BRGA818
00001682A,,BRGA818
00001682B,,BRGA818
00001683B,,BRGA818
00001683C,,BRGA818
00001683D,,BRGA818
00001684A,,BRGA818
00001684B,,BRGA818
00001684C,,BRGA818
00001684D,,BRGA818
00001685A,,BRGA818
00001685B,,BRGA818
00001685C,,BRGA818
00001686A,,BRGA818
00001686B,,BRGA818
00001686C,,BRGA818
00001686D,,BRGA818
00001686E,,BRGA818
00001686F,,BRGA818
00001687A,,BRGA818
00001687B,,BRGA818
00001688A,,BRGA818
00001688B,,BRGA818
00001688C,,BRGA818
00001688D,,BRGA818
00001688E,,BRGA818
00001688F,,BRGA818
00001689A,,BRGA818
00001689B,,BRGA818
00001689C,,BRGA818
00001689D,,BRGA818
00001689E,,BRGA818
00001689F,,BRGA818
00001689G,,BRGA818
1690,,BRGA818
00001691A,,BRGA818
00001691B,,BRGA818
00001691C,,BRGA818
00001691D,,BRGA818
00001692A,,BRGA818
00001692B,,BRGA818
1693,,BRGA818
00001694A,,BRGA818
00001694B,,BRGA818
00001694C,,BRGA818
00001694D,,BRGA818
00001694E,,BRGA818
00001694F,,BRGA818
00001694G,,BRGA818
00001695A,,BRGA818
00001695B,,BRGA818
00001695C,,BRGA818
00001695D,,BRGA818
00001695E,,BRGA818
00001695F,,BRGA818
00001695G,,BRGA818
00001695H,,BRGA818
00001695I,,BRGA818
00001696A,,BRGA818
00001696B,,BRGA818
00001696C,,BRGA818
00001696D,,BRGA818
00001696E,,BRGA818
00001696F,,BRGA818
00001696G,,BRGA818
00001696H,,BRGA818
00001696I,,BRGA818
00001696J,,BRGA818
1697,,BRGA818
00001698B,,BRGA818
00001698C,,BRGA818
00001698D,,BRGA818
00001698E,,BRGA818
00001698F,,BRGA818
00001698G,,BRGA818
00001698H,,BRGA818
00001698I,,BRGA818
00001698J,,BRGA818
00001698K,,BRGA818
00001698L,,BRGA818
00001698M,,BRGA818
00001698N,,BRGA818
00001698O,,BRGA818
00001698P,,BRGA818
00001698Q,,BRGA818
00001698R,,BRGA818
00001698S,,BRGA818
00001698T,,BRGA818
00001698U,,BRGA818
00001699A,,BRGA818
00001699B,,BRGA818
00001699C,,BRGA818
00001699D,,BRGA818
00001699E,,BRGA818
00001699F,,BRGA818
00001699G,,BRGA818
00001699H,,BRGA818
00001699I,,BRGA818
00001699J,,BRGA818
00001699K,,BRGA818
00001699L,,BRGA818
00001699M,,BRGA818
00001699N,,BRGA818
00001699O,,BRGA818
00001700A,,BRGA818
00001700B,,BRGA818
00001700C,,BRGA818
00001700D,,BRGA818
00001700E,,BRGA818
00001700F,,BRGA818
00001700G,,BRGA818
00001700H,,BRGA818
00001701A,,BRGA818
00001701B,,BRGA818
00001701C,,BRGA818
00001701D,,BRGA818
00001701E,,BRGA818
00001701F,,BRGA818
00001701G,,BRGA818
00001701H,,BRGA818
00001701I,,BRGA818
00001701J,,BRGA818
00001701K,,BRGA818
00001701L,,BRGA818
00001702A,,BRGA818
00001702B,,BRGA818
00001702C,,BRGA818
00001702D,,BRGA818
00001702E,,BRGA818
00001702F,,BRGA818
00001702G,,BRGA818
00001702H,,BRGA818
00001702I,,BRGA818
00001702J,,BRGA818
00001703A,,BRGA818
00001703B,,BRGA818
00001703C,,BRGA818
00001703D,,BRGA818
00001703E,,BRGA818
00001704A,,BRGA818
00001704D,,BRGA818
00001705A,,BRGA818
00001705B,,BRGA818
00001705C,,BRGA818
00001705D,,BRGA818
00001705E,,BRGA818
00001705F,,BRGA818
00001706A,,BRGA818
00001706B,,BRGA818
00001706C,,BRGA818
00001706D,,BRGA818
11600,,BRGA818
11602,,BRGA818
11681,,BRGA818
41688,,BRGA818
61602,,BRGA818
61609,,BRGA818
71615,,BRGA818
71654,,BRGA818
101664,,BRGA818
101690,,BRGA818
111607,,BRGA818
01011639A,,BRGA818
1021611,,BRGA818
1021614,,BRGA818
1031616,,BRGA818
01031651A,,BRGA818
01031651B,,BRGA818
01031651C,,BRGA818
01031651D,,BRGA818
01031651E,,BRGA818
1031657,,BRGA818
1031664,,BRGA818
1031665,,BRGA818
1041649,,BRGA818
1041664,,BRGA818
01051650A,,BRGA818
01051650B,,BRGA818
01061613A,,BRGA818
01061613B,,BRGA818
1061617,,BRGA818
1061676,,BRGA818
1071621,,BRGA818
1071631,,BRGA818
1071643,,BRGA818
1081622,,BRGA818
01081637A,,BRGA818
01081637B,,BRGA818
1081647,,BRGA818
1091627,,BRGA818
1091662,,BRGA818
1091678,,BRGA818
1101609,,BRGA818
1101611,,BRGA818
1101615,,BRGA818
1101666,,BRGA818
1101669,,BRGA818
1101676,,BRGA818
1101680,,BRGA818
1101681,,BRGA818
1111674,,BRGA818
2011663,,BRGA818
2051628,,BRGA818
02051647A,,BRGA818
02051647B,,BRGA818
2051682,,BRGA818
2061625,,BRGA818
2061662,,BRGA818
2061676,,BRGA818
2061690,,BRGA818
2071677,,BRGA818
2071686,,BRGA818
2081612,,BRGA818
2091675,,BRGA818
2101689,,BRGA818
2111693,,BRGA818
03021629A,,BRGA818
03021629B,,BRGA818
3031657,,BRGA818
3031675,,BRGA818
3041607,,BRGA818
3051634,,BRGA818
3051675,,BRGA818
3061617,,BRGA818
3071629,,BRGA818
3071641,,BRGA818
3071645,,BRGA818
03071690A,,BRGA818
03071690B,,BRGA818
03071690C,,BRGA818
3091610,,BRGA818
3101631,,BRGA818
3101651,,BRGA818
3101661,,BRGA818
3101663,,BRGA818
03111607A,,BRGA818
03111607B,,BRGA818
3111610,,BRGA818
3111611,,BRGA818
3111614,,BRGA818
3111622,,BRGA818
03111643A,,BRGA818
03111643B,,BRGA818
3111666,,BRGA818
3111668,,BRGA818
4011612,,BRGA818
4011624,,BRGA818
4011647,,BRGA818
4021613,,BRGA818
04021614A,,BRGA818
04021614B,,BRGA818
04021614C,,BRGA818
04021614D,,BRGA818
04021614E,,BRGA818
04021614F,,BRGA818
4021624,,BRGA818
04021631A,,BRGA818
04021631B,,BRGA818
4031638,,BRGA818
4041609,,BRGA818
4051614,,BRGA818
4051623,,BRGA818
4051628,,BRGA818
4051650,,BRGA818
4051667,,BRGA818
04051681A,,BRGA818
04051681B,,BRGA818
4051682,,BRGA818
4061616,,BRGA818
4061620,,BRGA818
4071661,,BRGA818
4081693,,BRGA818
4091614,,BRGA818
4091624,,BRGA818
4101663,,BRGA818
4111603,,BRGA818
4111631,,BRGA818
4111669,,BRGA818
4121610,,BRGA818
5011619,,BRGA818
5011676,,BRGA818
5011691,,BRGA818
5021608,,BRGA818
05021629A,,BRGA818
05021629B,,BRGA818
05021629C,,BRGA818
5021630,,BRGA818
5021653,,BRGA818
05031651A,,BRGA818
05031651B,,BRGA818
05031651C,,BRGA818
05031651D,,BRGA818
05031651E,,BRGA818
05031651F,,BRGA818
05031651G,,BRGA818
5041606,,BRGA818
05041619A,,BRGA818
05041619B,,BRGA818
5041623,,BRGA818
5051620,,BRGA818
5051678,,BRGA818
5061620,,BRGA818
5061626,,BRGA818
5061640,,BRGA818
5061652,,BRGA818
5061662,,BRGA818
5071621,,BRGA818
05071640A,,BRGA818
05071640B,,BRGA818
05081627A,,BRGA818
05081627B,,BRGA818
05081648A,,BRGA818
05081648B,,BRGA818
05091616A,,BRGA818
05091616B,,BRGA818
5101611,,BRGA818
5111602,,BRGA818
05111620A,,BRGA818
05111620B,,BRGA818
5111673,,BRGA818
6011607,,BRGA818
06011640A,,BRGA818
06011640B,,BRGA818
06021610A,,BRGA818
06021610B,,BRGA818
6021663,,BRGA818
6041620,,BRGA818
06051603A,,BRGA818
06051603B,,BRGA818
6051616,,BRGA818
6051622,,BRGA818
6051662,,BRGA818
6061606,,BRGA818
06061613A,,BRGA818
06061613B,,BRGA818
6061619,,BRGA818
6061623,,BRGA818
06071661A,,BRGA818
06071661B,,BRGA818
6081631,,BRGA818
6101612,,BRGA818
6101621,,BRGA818
6111624,,BRGA818
6111653,,BRGA818
7021629,,BRGA818
7031680,,BRGA818
7041638,,BRGA818
7051626,,BRGA818
07051640A,,BRGA818
07051640B,,BRGA818
7051675,,BRGA818
7061607,,BRGA818
7061613,,BRGA818
7061640,,BRGA818
7061661,,BRGA818
7071631,,BRGA818
7071646,,BRGA818
07081613A,,BRGA818
07081613B,,BRGA818
7081614,,BRGA818
7081618,,BRGA818
7081627,,BRGA818
07101610A,,BRGA818
07101610B,,BRGA818
7101664,,BRGA818
7111639,,BRGA818
07121613A,,BRGA818
07121613B,,BRGA818
07121647A,,BRGA818
07121647B,,BRGA818
8011614,,BRGA818
8011657,,BRGA818
8011672,,BRGA818
8021634,,BRGA818
8031641,,BRGA818
8031673,,BRGA818
8041650,,BRGA818
8041672,,BRGA818
8051603,,BRGA818
08051607A,,BRGA818
08051607B,,BRGA818
8051672,,BRGA818
8051681,,BRGA818
08061606A,,BRGA818
08061606B,,BRGA818
8061617,,BRGA818
8061618,,BRGA818
08071639A,,BRGA818
08071639B,,BRGA818
08071639C,,BRGA818
08071640A,,BRGA818
08071640B,,BRGA818
08071640C,,BRGA818
08071640D,,BRGA818
08071643A,,BRGA818
08071643B,,BRGA818
8071661,,BRGA818
8071665,,BRGA818
8071679,,BRGA818
8081606,,BRGA818
8081618,,BRGA818
8081624,,BRGA818
8101692,,BRGA818
8101705,,BRGA818
8121639,,BRGA818
8121704,,BRGA818
9011672,,BRGA818
9021623,,BRGA818
9031627,,BRGA818
9031630,,BRGA818
09031653A,,BRGA818
09031653B,,BRGA818
9041627,,BRGA818
9051677,,BRGA818
9061612,,BRGA818
9061631,,BRGA818
09061636A,,BRGA818
09061636B,,BRGA818
09061636C,,BRGA818
09061636D,,BRGA818
9061705,,BRGA818
9071609,,BRGA818
9071621,,BRGA818
09071643A,,BRGA818
09071643B,,BRGA818
9081607,,BRGA818
9091609,,BRGA818
9091615,,BRGA818
09091619A,,BRGA818
09091619B,,BRGA818
9101615,,BRGA818
9111610,,BRGA818
9111628,,BRGA818
9111629,,BRGA818
09111692A,,BRGA818
09111692B,,BRGA818
9121614,,BRGA818
09121614A,,BRGA818
09121614B,,BRGA818
9121639,,BRGA818
10011605,,BRGA818
10011614,,BRGA818
10011625,,BRGA818
10011626,,BRGA818
10011634A,,BRGA818
10011634B,,BRGA818
10011661,,BRGA818
10021608,,BRGA818
10021653,,BRGA818
10021663,,BRGA818
10021682,,BRGA818
10031603,,BRGA818
10031608A,,BRGA818
10031608B,,BRGA818
10031616,,BRGA818
10031627,,BRGA818
10031637,,BRGA818
10031674,,BRGA818
10031679,,BRGA818
10031694,,BRGA818
10041694,,BRGA818
10051612,,BRGA818
10051638,,BRGA818
10051639,,BRGA818
10051640,,BRGA818
10051645A,,BRGA818
10051645B,,BRGA818
10061601,,BRGA818
10061603,,BRGA818
10061609A,,BRGA818
10061609B,,BRGA818
10061609C,,BRGA818
10061637,,BRGA818
10061676A,,BRGA818
10061676B,,BRGA818
10071605,,BRGA818
10071607,,BRGA818
10071611,,BRGA818
10071640,,BRGA818
10071649,,BRGA818
10071662,,BRGA818
10071671,,BRGA818
10071679,,BRGA818
10081617,,BRGA818
10081636,,BRGA818
10081653,,BRGA818
10081681,,BRGA818
10101607,,BRGA818
10101609,,BRGA818
10101627,,BRGA818
10101653,,BRGA818
10111665,,BRGA818
10111666A,,BRGA818
10111666B,,BRGA818
10111668,,BRGA818
10111682,,BRGA818
10121614,,BRGA818
10121618,,BRGA818
10121626,,BRGA818
10121630,,BRGA818
11011634,,BRGA818
11011694,,BRGA818
11021647,,BRGA818
11021678,,BRGA818
11021680,,BRGA818
11031645,,BRGA818
11041623,,BRGA818
11041669,,BRGA818
11061643,,BRGA818
11081609,,BRGA818
11091599A,,BRGA818
11091599B,,BRGA818
11091599C,,BRGA818
11091606,,BRGA818
11101602,,BRGA818
11101640,,BRGA818
11101661A,,BRGA818
11101661B,,BRGA818
11111640A,,BRGA818
11111640B,,BRGA818
11111666,,BRGA818
11121640,,BRGA818
12011605,,BRGA818
12011610,,BRGA818
12011631,,BRGA818
12011641,,BRGA818
12031616,,BRGA818
12031620,,BRGA818
12031641A,,BRGA818
12031641B,,BRGA818
12031641C,,BRGA818
12031641D,,BRGA818
12031641E,,BRGA818
12031651,,BRGA818
12031690,,BRGA818
12041663,,BRGA818
12051610,,BRGA818
12051640,,BRGA818
12051660,,BRGA818
12051669A,,BRGA818
12051669B,,BRGA818
12051672,,BRGA818
12061608A,,BRGA818
12061608B,,BRGA818
12061631,,BRGA818
12061643A,,BRGA818
12061643B,,BRGA818
12061643C,,BRGA818
12061645A,,BRGA818
12061645B,,BRGA818
12061645C,,BRGA818
12061645D,,BRGA818
12061645E,,BRGA818
12071608,,BRGA818
12071640,,BRGA818
12071676,,BRGA818
12071683,,BRGA818
12071686,,BRGA818
12081609,,BRGA818
12081620,,BRGA818
12081653A,,BRGA818
12081653B,,BRGA818
12081653C,,BRGA818
12081653D,,BRGA818
12081661A,,BRGA818
12081661B,,BRGA818
12081661C,,BRGA818
12081689,,BRGA818
12091629,,BRGA818
12091640,,BRGA818
12101603,,BRGA818
12101613A,,BRGA818
12101613B,,BRGA818
12101613C,,BRGA818
12101620,,BRGA818
12101623,,BRGA818
12101689,,BRGA818
12111605,,BRGA818
12111620,,BRGA818
12121612,,BRGA818
13011630,,BRGA818
13011639A,,BRGA818
13011639B,,BRGA818
13011675,,BRGA818
13011693,,BRGA818
13021603,,BRGA818
13021610,,BRGA818
13021617A,,BRGA818
13021617B,,BRGA818
13021618,,BRGA818
13021651,,BRGA818
13021661A,,BRGA818
13021661B,,BRGA818
13031608,,BRGA818
13041609,,BRGA818
13051633,,BRGA818
13051643,,BRGA818
13051650,,BRGA818
13061608,,BRGA818
13061609,,BRGA818
13061643A,,BRGA818
13061643B,,BRGA818
13071632,,BRGA818
13071634,,BRGA818
13071682,,BRGA818
13071682A,,BRGA818
13071682B,,BRGA818
13071686,,BRGA818
13081608A,,BRGA818
13081608B,,BRGA818
13081635A,,BRGA818
13081635B,,BRGA818
13101604,,BRGA818
13101611,,BRGA818
13101662,,BRGA818
13111646A,,BRGA818
13111646B,,BRGA818
13111646C,,BRGA818
13111660A,,BRGA818
13111660B,,BRGA818
13111660C,,BRGA818
13111660D,,BRGA818
13121611,,BRGA818
13121634A,,BRGA818
13121634B,,BRGA818
14011604,,BRGA818
14011612,,BRGA818
14011617,,BRGA818
14011636,,BRGA818
14011693,,BRGA818
14021617,,BRGA818
14031646,,BRGA818
14031651,,BRGA818
14041605,,BRGA818
14041606A,,BRGA818
14041606B,,BRGA818
14041620A,,BRGA818
14041620B,,BRGA818
14041620C,,BRGA818
14041632A,,BRGA818
14041632B,,BRGA818
14041633A,,BRGA818
14041633B,,BRGA818
14051643,,BRGA818
14061644,,BRGA818
14061679,,BRGA818
14071676,,BRGA818
14081653,,BRGA818
14081664,,BRGA818
14101608,,BRGA818
14101615,,BRGA818
14101625A,,BRGA818
14101625B,,BRGA818
14111609,,BRGA818
14111610,,BRGA818
14111632A,,BRGA818
14111632B,,BRGA818
14111644,,BRGA818
14121601,,BRGA818
15011616,,BRGA818
15011625,,BRGA818
15011644,,BRGA818
15011650A,,BRGA818
15011650B,,BRGA818
15011650C,,BRGA818
15011650D,,BRGA818
15021607A,,BRGA818
15021607B,,BRGA818
15021608,,BRGA818
15021610,,BRGA818
15021642,,BRGA818
15021663,,BRGA818
15021667,,BRGA818
15021682A,,BRGA818
15021682B,,BRGA818
15021682C,,BRGA818
15031610,,BRGA818
15031614A,,BRGA818
15031614B,,BRGA818
15031616,,BRGA818
15031630,,BRGA818
15031682,,BRGA818
15051613,,BRGA818
15051618,,BRGA818
15051628A,,BRGA818
15051628B,,BRGA818
15051663,,BRGA818
15051677,,BRGA818
15061618,,BRGA818
15061644,,BRGA818
15061649,,BRGA818
15071632,,BRGA818
15071641,,BRGA818
15071642,,BRGA818
15071652,,BRGA818
15071666,,BRGA818
15081627,,BRGA818
15081653A,,BRGA818
15081653B,,BRGA818
15091610,,BRGA818
15091650,,BRGA818
15091667,,BRGA818
15101605,,BRGA818
15101610,,BRGA818
15101615,,BRGA818
15101619,,BRGA818
15101624,,BRGA818
15111605,,BRGA818
15111613A,,BRGA818
15111613B,,BRGA818
15111613C,,BRGA818
15111644,,BRGA818
15111678,,BRGA818
15121601,,BRGA818
15121606,,BRGA818
15121607,,BRGA818
15121613,,BRGA818
15121632,,BRGA818
15121666,,BRGA818
16011620,,BRGA818
16011632,,BRGA818
16011636,,BRGA818
16011644A,,BRGA818
16011644B,,BRGA818
16021613,,BRGA818
16021615,,BRGA818
16021668,,BRGA818
16031620A,,BRGA818
16031620B,,BRGA818
16041622,,BRGA818
16051609,,BRGA818
16051612,,BRGA818
16051627,,BRGA818
16061626,,BRGA818
16061628,,BRGA818
16061675,,BRGA818
16061677,,BRGA818
16061684,,BRGA818
16061686,,BRGA818
16061694,,BRGA818
16071605,,BRGA818
16071626A,,BRGA818
16071626B,,BRGA818
16071677,,BRGA818
16071686,,BRGA818
16081600A,,BRGA818
16081600B,,BRGA818
16081613,,BRGA818
16081624,,BRGA818
16081676,,BRGA818
16081681,,BRGA818
16091674A,,BRGA818
16091674B,,BRGA818
16101614,,BRGA818
16101615A,,BRGA818
16101615B,,BRGA818
16101623A,,BRGA818
16101623B,,BRGA818
16111616A,,BRGA818
16111616B,,BRGA818
16121609,,BRGA818
16121632,,BRGA818
16121649,,BRGA818
17011619,,BRGA818
17011623,,BRGA818
17011636A,,BRGA818
17011636B,,BRGA818
17021623A,,BRGA818
17021623B,,BRGA818
17021642A,,BRGA818
17021642B,,BRGA818
17021642C,,BRGA818
17021672,,BRGA818
17051621A,,BRGA818
17051621B,,BRGA818
17051621C,,BRGA818
17061605,,BRGA818
17061613,,BRGA818
17061617,,BRGA818
17071630,,BRGA818
17071680,,BRGA818
17081617,,BRGA818
17081663,,BRGA818
17091626,,BRGA818
17091684,,BRGA818
